object_category,schema_name,parent_name,object_name,definition
column,public,listing_drafts,created_at,27|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,listing_drafts,detail_sections,15|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,listing_drafts,discovery_recommendation_id,4|bigint|pg_catalog|int8|YES||NO|
column,public,listing_drafts,faq,16|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,listing_drafts,generation_input,22|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,listing_drafts,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,listing_drafts,listing_type,6|text|pg_catalog|text|NO|'single'::text|NO|
column,public,listing_drafts,model_version,23|text|pg_catalog|text|NO|'listing-rule-v1'::text|NO|
column,public,listing_drafts,option_structure,13|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,listing_drafts,procurement_order_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,listing_drafts,product_name,8|text|pg_catalog|text|NO||NO|
column,public,listing_drafts,registered_at,26|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,listing_drafts,return_notice,19|text|pg_catalog|text|YES||NO|
column,public,listing_drafts,revision,24|integer|pg_catalog|int4|NO|1|NO|
column,public,listing_drafts,search_keywords,12|ARRAY|pg_catalog|_text|NO|'{}'::text[]|NO|
column,public,listing_drafts,selling_points,14|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,listing_drafts,shipping_notice,18|text|pg_catalog|text|YES||NO|
column,public,listing_drafts,status,7|text|pg_catalog|text|NO|'generated'::text|NO|
column,public,listing_drafts,thumbnail_brief,17|text|pg_catalog|text|YES||NO|
column,public,listing_drafts,updated_at,28|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,listing_drafts,workflow_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_ai_decisions,confidence,6|integer|pg_catalog|int4|NO|0|NO|
column,public,market_ai_decisions,created_at,10|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_ai_decisions,decision_type,3|text|pg_catalog|text|NO|'product_entry'::text|NO|
column,public,market_ai_decisions,evidence,8|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_ai_decisions,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_ai_decisions,market_product_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_ai_decisions,model_version,9|text|pg_catalog|text|NO|'mie-decision-v1'::text|NO|
column,public,market_ai_decisions,rationale,7|text|pg_catalog|text|NO||NO|
column,public,market_ai_decisions,recommendation,4|text|pg_catalog|text|NO||NO|
column,public,market_ai_decisions,score,5|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_analysis_runs,analyzed_products,4|integer|pg_catalog|int4|NO|0|NO|
column,public,market_analysis_runs,error_message,8|text|pg_catalog|text|YES||NO|
column,public,market_analysis_runs,estimates_created,6|integer|pg_catalog|int4|NO|0|NO|
column,public,market_analysis_runs,finished_at,10|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_analysis_runs,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_analysis_runs,model_version,7|text|pg_catalog|text|NO|'mie-heuristic-v2'::text|NO|
column,public,market_analysis_runs,requested_products,3|integer|pg_catalog|int4|NO|0|NO|
column,public,market_analysis_runs,signals_created,5|integer|pg_catalog|int4|NO|0|NO|
column,public,market_analysis_runs,started_at,9|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_analysis_runs,status,2|text|pg_catalog|text|NO||NO|
column,public,market_collection_jobs,collector_key,2|text|pg_catalog|text|NO||NO|
column,public,market_collection_jobs,created_at,10|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_collection_jobs,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_collection_jobs,interval_minutes,6|integer|pg_catalog|int4|NO|720|NO|
column,public,market_collection_jobs,last_result,9|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_collection_jobs,last_run_at,8|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collection_jobs,market_keyword_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_collection_jobs,next_run_at,7|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_collection_jobs,priority,5|integer|pg_catalog|int4|NO|50|NO|
column,public,market_collection_jobs,status,4|text|pg_catalog|text|NO|'active'::text|NO|
column,public,market_collection_jobs,updated_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_collection_runs,collector,2|text|pg_catalog|text|NO||NO|
column,public,market_collection_runs,cooldown_until,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collection_runs,error_message,12|text|pg_catalog|text|YES||NO|
column,public,market_collection_runs,failure_count,8|integer|pg_catalog|int4|NO|0|NO|
column,public,market_collection_runs,finished_at,14|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collection_runs,http_status,7|integer|pg_catalog|int4|YES||NO|
column,public,market_collection_runs,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_collection_runs,keyword_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_collection_runs,requested_count,5|integer|pg_catalog|int4|NO|0|NO|
column,public,market_collection_runs,robots_policy_state,10|text|pg_catalog|text|YES||NO|
column,public,market_collection_runs,saved_count,6|integer|pg_catalog|int4|NO|0|NO|
column,public,market_collection_runs,started_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_collection_runs,status,4|text|pg_catalog|text|NO||NO|
column,public,market_collection_runs,terms_review_status,11|text|pg_catalog|text|NO|'pending'::text|NO|
column,public,market_collectors,collector_key,2|text|pg_catalog|text|NO||NO|
column,public,market_collectors,configuration,7|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_collectors,cooldown_until,10|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collectors,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_collectors,failure_count,11|integer|pg_catalog|int4|NO|0|NO|
column,public,market_collectors,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_collectors,last_error,12|text|pg_catalog|text|YES||NO|
column,public,market_collectors,last_run_at,8|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collectors,last_success_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_collectors,name,3|text|pg_catalog|text|NO||NO|
column,public,market_collectors,source_type,4|text|pg_catalog|text|NO||NO|
column,public,market_collectors,status,5|text|pg_catalog|text|NO|'ready'::text|NO|
column,public,market_collectors,supports_automatic,6|boolean|pg_catalog|bool|NO|false|NO|
column,public,market_collectors,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_estimates,confidence,11|integer|pg_catalog|int4|NO|0|NO|
column,public,market_estimates,created_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_estimates,estimated_sales_base,9|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_estimates,estimated_sales_high,10|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_estimates,estimated_sales_low,8|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_estimates,estimated_units_base,6|integer|pg_catalog|int4|NO|0|NO|
column,public,market_estimates,estimated_units_high,7|integer|pg_catalog|int4|NO|0|NO|
column,public,market_estimates,estimated_units_low,5|integer|pg_catalog|int4|NO|0|NO|
column,public,market_estimates,evidence,13|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_estimates,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_estimates,market_product_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_estimates,model_version,12|text|pg_catalog|text|NO|'mie-heuristic-v1'::text|NO|
column,public,market_estimates,period_end,4|date|pg_catalog|date|NO||NO|
column,public,market_estimates,period_start,3|date|pg_catalog|date|NO||NO|
column,public,market_feature_snapshots,ad_burden_score,21|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,ad_ratio_30d,14|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,calculated_at,3|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_feature_snapshots,competition_score,19|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,confidence,24|integer|pg_catalog|int4|YES||NO|
column,public,market_feature_snapshots,data_completeness_score,15|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,demand_score,16|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,entry_difficulty_score,22|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,evidence,25|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_feature_snapshots,feature_version,4|text|pg_catalog|text|NO|'mie-features-v1'::text|NO|
column,public,market_feature_snapshots,growth_score,17|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_feature_snapshots,market_product_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_feature_snapshots,observation_days,5|integer|pg_catalog|int4|NO|0|NO|
column,public,market_feature_snapshots,opportunity_score,23|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,price_change_7d_pct,9|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,price_volatility_30d,10|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,rank_change_7d,11|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,rank_volatility_30d,12|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,review_growth_30d,8|integer|pg_catalog|int4|YES||NO|
column,public,market_feature_snapshots,review_velocity_7d,7|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,snapshot_count,6|integer|pg_catalog|int4|NO|0|NO|
column,public,market_feature_snapshots,stability_score,18|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feature_snapshots,stockout_count_30d,13|integer|pg_catalog|int4|YES||NO|
column,public,market_feature_snapshots,supply_score,20|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feedback_events,amount,7|numeric|pg_catalog|numeric|YES||NO|
column,public,market_feedback_events,created_at,9|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_feedback_events,event_at,5|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_feedback_events,event_type,4|text|pg_catalog|text|NO||NO|
column,public,market_feedback_events,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_feedback_events,market_product_id,2|bigint|pg_catalog|int8|YES||NO|
column,public,market_feedback_events,metadata,8|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_feedback_events,product_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_feedback_events,quantity,6|integer|pg_catalog|int4|YES||NO|
column,public,market_keywords,category,3|text|pg_catalog|text|YES||NO|
column,public,market_keywords,collection_interval_minutes,6|integer|pg_catalog|int4|NO|720|NO|
column,public,market_keywords,collection_status,5|text|pg_catalog|text|NO|'active'::text|NO|
column,public,market_keywords,competition_score,11|numeric|pg_catalog|numeric|YES||NO|
column,public,market_keywords,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_keywords,demand_score,10|numeric|pg_catalog|numeric|YES||NO|
column,public,market_keywords,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_keywords,keyword,2|text|pg_catalog|text|NO||NO|
column,public,market_keywords,last_collected_at,7|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_keywords,next_collection_at,8|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_keywords,opportunity_score,12|numeric|pg_catalog|numeric|YES||NO|
column,public,market_keywords,priority,4|integer|pg_catalog|int4|NO|50|NO|
column,public,market_keywords,result_count,9|integer|pg_catalog|int4|YES||NO|
column,public,market_keywords,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_model_feedback,actual_ad_spend,7|numeric|pg_catalog|numeric|YES||NO|
column,public,market_model_feedback,actual_returns,8|integer|pg_catalog|int4|YES||NO|
column,public,market_model_feedback,actual_sales,6|numeric|pg_catalog|numeric|YES||NO|
column,public,market_model_feedback,actual_units,5|integer|pg_catalog|int4|YES||NO|
column,public,market_model_feedback,created_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_model_feedback,estimate_id,4|bigint|pg_catalog|int8|YES||NO|
column,public,market_model_feedback,feedback_period_end,10|date|pg_catalog|date|NO||NO|
column,public,market_model_feedback,feedback_period_start,9|date|pg_catalog|date|NO||NO|
column,public,market_model_feedback,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_model_feedback,market_product_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_model_feedback,product_id,2|bigint|pg_catalog|int8|YES||NO|
column,public,market_product_links,created_at,6|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_product_links,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_product_links,market_product_id,3|bigint|pg_catalog|int8|NO||NO|
column,public,market_product_links,match_confidence,5|integer|pg_catalog|int4|NO|100|NO|
column,public,market_product_links,match_method,4|text|pg_catalog|text|NO|'manual'::text|NO|
column,public,market_product_links,product_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_product_metrics,ad_burden_score,30|numeric|pg_catalog|numeric|NO|50|NO|
column,public,market_product_metrics,analyzed_at,23|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_product_metrics,average_rank_7d,9|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,competition_score,15|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,confidence,17|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,data_completeness_score,28|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,demand_score,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,entry_difficulty_score,31|numeric|pg_catalog|numeric|NO|50|NO|
column,public,market_product_metrics,estimated_units_base,19|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,estimated_units_high,20|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,estimated_units_low,18|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,feature_version,32|text|pg_catalog|text|NO|'mie-features-v1'::text|NO|
column,public,market_product_metrics,growth_score,13|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,latest_price,4|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,latest_review_count,6|integer|pg_catalog|int4|YES||NO|
column,public,market_product_metrics,market_product_id,1|bigint|pg_catalog|int8|NO||NO|
column,public,market_product_metrics,model_version,24|text|pg_catalog|text|NO|'mie-heuristic-v2'::text|NO|
column,public,market_product_metrics,observation_days,3|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,opportunity_score,16|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,price_change_7d_pct,5|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,price_volatility_30d,25|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,rank_change_7d,10|integer|pg_catalog|int4|YES||NO|
column,public,market_product_metrics,rank_volatility_30d,26|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,recommendation_grade,21|text|pg_catalog|text|NO|'D'::text|NO|
column,public,market_product_metrics,recommendation_reason,22|text|pg_catalog|text|YES||NO|
column,public,market_product_metrics,review_delta_30d,8|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,review_delta_7d,7|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,review_velocity_7d,27|numeric|pg_catalog|numeric|YES||NO|
column,public,market_product_metrics,score_explanation,33|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_product_metrics,snapshot_count,2|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,stability_score,14|numeric|pg_catalog|numeric|NO|0|NO|
column,public,market_product_metrics,stockout_count_30d,11|integer|pg_catalog|int4|NO|0|NO|
column,public,market_product_metrics,supply_score,29|numeric|pg_catalog|numeric|NO|50|NO|
column,public,market_products,brand,7|text|pg_catalog|text|YES||NO|
column,public,market_products,category,9|text|pg_catalog|text|YES||NO|
column,public,market_products,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_products,external_product_id,3|text|pg_catalog|text|NO||NO|
column,public,market_products,first_seen_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_products,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_products,last_seen_at,12|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_products,product_url,5|text|pg_catalog|text|YES||NO|
column,public,market_products,seller_name,8|text|pg_catalog|text|YES||NO|
column,public,market_products,source,2|text|pg_catalog|text|NO||NO|
column,public,market_products,thumbnail_url,10|text|pg_catalog|text|YES||NO|
column,public,market_products,title,6|text|pg_catalog|text|NO||NO|
column,public,market_products,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_products,vendor_item_id,4|text|pg_catalog|text|YES||NO|
column,public,market_signals,detected_at,8|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_signals,evidence,7|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_signals,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_signals,market_keyword_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_signals,market_product_id,2|bigint|pg_catalog|int8|YES||NO|
column,public,market_signals,resolved_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,market_signals,severity,5|text|pg_catalog|text|NO|'medium'::text|NO|
column,public,market_signals,signal_type,4|text|pg_catalog|text|NO||NO|
column,public,market_signals,title,6|text|pg_catalog|text|NO||NO|
column,public,market_snapshots,created_at,16|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_snapshots,delivery_days,13|integer|pg_catalog|int4|YES||NO|
column,public,market_snapshots,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,market_snapshots,is_ad,6|boolean|pg_catalog|bool|YES||NO|
column,public,market_snapshots,is_sold_out,12|boolean|pg_catalog|bool|YES||NO|
column,public,market_snapshots,list_price,8|numeric|pg_catalog|numeric|YES||NO|
column,public,market_snapshots,market_keyword_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,market_snapshots,market_product_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,market_snapshots,observed_at,4|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,market_snapshots,option_count,14|integer|pg_catalog|int4|YES||NO|
column,public,market_snapshots,price,7|numeric|pg_catalog|numeric|YES||NO|
column,public,market_snapshots,rank,5|integer|pg_catalog|int4|YES||NO|
column,public,market_snapshots,rating,9|numeric|pg_catalog|numeric|YES||NO|
column,public,market_snapshots,raw_payload,15|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,market_snapshots,review_count,10|integer|pg_catalog|int4|YES||NO|
column,public,market_snapshots,rocket_type,11|text|pg_catalog|text|YES||NO|
column,public,marketplace_connections,automation_level,5|integer|pg_catalog|int4|NO|0|NO|
column,public,marketplace_connections,config,11|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,marketplace_connections,created_at,12|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,marketplace_connections,gross_revenue,8|numeric|pg_catalog|numeric|NO|0|NO|
column,public,marketplace_connections,health_message,10|text|pg_catalog|text|YES||NO|
column,public,marketplace_connections,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,marketplace_connections,last_sync_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,marketplace_connections,marketplace_code,2|text|pg_catalog|text|NO||NO|
column,public,marketplace_connections,marketplace_name,3|text|pg_catalog|text|NO||NO|
column,public,marketplace_connections,order_count,7|integer|pg_catalog|int4|NO|0|NO|
column,public,marketplace_connections,product_count,6|integer|pg_catalog|int4|NO|0|NO|
column,public,marketplace_connections,status,4|text|pg_catalog|text|NO|'planned'::text|NO|
column,public,marketplace_connections,updated_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,os_command_runs,assigned_worker_code,6|text|pg_catalog|text|YES||NO|
column,public,os_command_runs,command_code,2|text|pg_catalog|text|NO||NO|
column,public,os_command_runs,command_name,3|text|pg_catalog|text|NO||NO|
column,public,os_command_runs,completed_at,12|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,os_command_runs,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,os_command_runs,error_message,9|text|pg_catalog|text|YES||NO|
column,public,os_command_runs,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,os_command_runs,input_payload,7|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,os_command_runs,output_summary,8|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,os_command_runs,progress,10|integer|pg_catalog|int4|NO|0|NO|
column,public,os_command_runs,requested_by,5|text|pg_catalog|text|NO|'owner'::text|NO|
column,public,os_command_runs,started_at,11|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,os_command_runs,status,4|text|pg_catalog|text|NO|'queued'::text|NO|
column,public,os_command_runs,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,os_notifications,action_url,6|text|pg_catalog|text|YES||NO|
column,public,os_notifications,category,3|text|pg_catalog|text|NO|'system'::text|NO|
column,public,os_notifications,created_at,9|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,os_notifications,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,os_notifications,is_read,7|boolean|pg_catalog|bool|NO|false|NO|
column,public,os_notifications,message,5|text|pg_catalog|text|YES||NO|
column,public,os_notifications,metadata,8|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,os_notifications,read_at,10|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,os_notifications,severity,2|text|pg_catalog|text|NO|'info'::text|NO|
column,public,os_notifications,title,4|text|pg_catalog|text|NO||NO|
column,public,procurement_orders,approval_reasons,19|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,procurement_orders,approved_at,22|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,procurement_orders,bundle_recommendation_id,7|bigint|pg_catalog|int8|YES||NO|
column,public,procurement_orders,created_at,25|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,procurement_orders,discovery_recommendation_id,6|bigint|pg_catalog|int8|YES||NO|
column,public,procurement_orders,expected_inbound_date,16|date|pg_catalog|date|YES||NO|
column,public,procurement_orders,goods_amount,11|numeric|pg_catalog|numeric|NO||NO|
column,public,procurement_orders,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,procurement_orders,notes,21|text|pg_catalog|text|YES||NO|
column,public,procurement_orders,order_number,2|text|pg_catalog|text|NO||NO|
column,public,procurement_orders,ordered_at,23|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,procurement_orders,packaging_amount,13|numeric|pg_catalog|numeric|NO|0|NO|
column,public,procurement_orders,procurement_score,18|numeric|pg_catalog|numeric|NO|0|NO|
column,public,procurement_orders,product_name,8|text|pg_catalog|text|NO||NO|
column,public,procurement_orders,quantity,9|integer|pg_catalog|int4|NO||NO|
column,public,procurement_orders,received_at,24|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,procurement_orders,shipping_amount,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,procurement_orders,status,17|text|pg_catalog|text|NO|'draft'::text|NO|
column,public,procurement_orders,supplier_id,3|bigint|pg_catalog|int8|NO||NO|
column,public,procurement_orders,supplier_order_reference,20|text|pg_catalog|text|YES||NO|
column,public,procurement_orders,supplier_product_mapping_id,5|bigint|pg_catalog|int8|YES||NO|
column,public,procurement_orders,supplier_quote_id,4|bigint|pg_catalog|int8|NO||NO|
column,public,procurement_orders,three_pl_inbound_amount,14|numeric|pg_catalog|numeric|NO|0|NO|
column,public,procurement_orders,total_amount,15|numeric|pg_catalog|numeric|NO||NO|
column,public,procurement_orders,unit_cost,10|numeric|pg_catalog|numeric|NO||NO|
column,public,procurement_orders,updated_at,26|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,products,advertising_cost,12|integer|pg_catalog|int4|NO|0|NO|
column,public,products,ai_analysis_status,31|text|pg_catalog|text|NO|'pending'::text|NO|
column,public,products,ai_score,32|integer|pg_catalog|int4|YES||NO|
column,public,products,ai_summary,33|text|pg_catalog|text|YES||NO|
column,public,products,available_on_domeggook,22|boolean|pg_catalog|bool|NO|false|NO|
column,public,products,basic_score,18|integer|pg_catalog|int4|NO|0|NO|
column,public,products,break_even_sale_price,17|integer|pg_catalog|int4|NO|0|NO|
column,public,products,competition_analysis_status,43|text|pg_catalog|text|NO|'pending'::text|NO|
column,public,products,competition_analyzed_at,56|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,products,competition_confidence,59|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,competition_data_note,60|text|pg_catalog|text|YES||NO|
column,public,products,competition_data_source,58|text|pg_catalog|text|NO|'none'::text|NO|
column,public,products,competition_grade,42|text|pg_catalog|text|NO|'미분석'::text|NO|
column,public,products,competition_score,36|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,competition_summary,44|text|pg_catalog|text|YES||NO|
column,public,products,coupang_analysis_keyword,57|text|pg_catalog|text|YES||NO|
column,public,products,coupang_avg_rating,50|numeric|pg_catalog|numeric|YES||NO|
column,public,products,coupang_avg_review_count,49|numeric|pg_catalog|numeric|YES||NO|
column,public,products,coupang_keyword_search_volume,51|integer|pg_catalog|int4|YES||NO|
column,public,products,coupang_market_price,45|numeric|pg_catalog|numeric|YES||NO|
column,public,products,coupang_result_count,47|integer|pg_catalog|int4|YES||NO|
column,public,products,coupang_rocket_ratio,48|numeric|pg_catalog|numeric|YES||NO|
column,public,products,coupang_top10_avg_price,46|numeric|pg_catalog|numeric|YES||NO|
column,public,products,created_at,24|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,products,estimated_monthly_sales_high,55|numeric|pg_catalog|numeric|YES||NO|
column,public,products,estimated_monthly_sales_low,54|numeric|pg_catalog|numeric|YES||NO|
column,public,products,estimated_monthly_units_high,53|integer|pg_catalog|int4|YES||NO|
column,public,products,estimated_monthly_units_low,52|integer|pg_catalog|int4|YES||NO|
column,public,products,estimated_profit,15|integer|pg_catalog|int4|NO|0|NO|
column,public,products,estimated_sale_price,10|integer|pg_catalog|int4|NO|0|NO|
column,public,products,excluded_reason,34|text|pg_catalog|text|YES||NO|
column,public,products,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,products,initial_purchase_amount,9|integer|pg_catalog|int4|NO|0|NO|
column,public,products,is_favorite,26|boolean|pg_catalog|bool|NO|false|NO|
