object_category,schema_name,parent_name,object_name,definition
column,public,products,keyword,3|text|pg_catalog|text|YES||NO|
column,public,products,keyword_demand_score,41|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,logistics_cost,13|integer|pg_catalog|int4|NO|0|NO|
column,public,products,manual_sale_price,29|integer|pg_catalog|int4|YES||NO|
column,public,products,margin_rate,16|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,marketability_score,37|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,marketplace_fee,11|integer|pg_catalog|int4|NO|0|NO|
column,public,products,memo,28|text|pg_catalog|text|YES||NO|
column,public,products,minimum_order_quantity,8|integer|pg_catalog|int4|NO|1|NO|
column,public,products,price_competitiveness_score,38|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,product_no,2|text|pg_catalog|text|NO||NO|
column,public,products,product_url,6|text|pg_catalog|text|YES||NO|
column,public,products,recommendation,19|text|pg_catalog|text|YES||NO|
column,public,products,return_reserve,14|integer|pg_catalog|int4|NO|0|NO|
column,public,products,review_entry_score,39|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,review_status,27|text|pg_catalog|text|NO|'unreviewed'::text|NO|
column,public,products,reviewed_at,35|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,products,risk_level,30|text|pg_catalog|text|NO|'unknown'::text|NO|
column,public,products,rocket_competition_score,40|numeric|pg_catalog|numeric|NO|0|NO|
column,public,products,seller_id,20|text|pg_catalog|text|YES||NO|
column,public,products,seller_name,21|text|pg_catalog|text|YES||NO|
column,public,products,supply_available,23|boolean|pg_catalog|bool|NO|false|NO|
column,public,products,supply_price,7|integer|pg_catalog|int4|NO|0|NO|
column,public,products,thumbnail,5|text|pg_catalog|text|YES||NO|
column,public,products,title,4|text|pg_catalog|text|NO||NO|
column,public,products,updated_at,25|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,profit_snapshots,ad_spend,7|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,break_even_revenue,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,contribution_profit,9|numeric|pg_catalog|numeric|YES||NO|
column,public,profit_snapshots,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,profit_snapshots,fulfillment_cost,6|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,gross_revenue,3|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,profit_snapshots,margin_rate,10|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,marketplace_fee,5|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,product_cost,4|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,refund_cost,8|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,roas,11|numeric|pg_catalog|numeric|NO|0|NO|
column,public,profit_snapshots,snapshot_date,2|date|pg_catalog|date|NO|CURRENT_DATE|NO|
column,public,revenue_decisions,actual_impact,9|numeric|pg_catalog|numeric|YES||NO|
column,public,revenue_decisions,confidence,7|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_decisions,created_at,12|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,revenue_decisions,decision,4|text|pg_catalog|text|NO||NO|
column,public,revenue_decisions,decision_type,3|text|pg_catalog|text|NO||NO|
column,public,revenue_decisions,evidence,6|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,revenue_decisions,expected_impact,8|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_decisions,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,revenue_decisions,learning,11|text|pg_catalog|text|YES||NO|
column,public,revenue_decisions,opportunity_id,2|bigint|pg_catalog|int8|YES||NO|
column,public,revenue_decisions,reason,5|text|pg_catalog|text|YES||NO|
column,public,revenue_decisions,result,10|text|pg_catalog|text|YES||NO|
column,public,revenue_opportunities,ai_confidence,15|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,approved_at,24|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,revenue_opportunities,competition_score,10|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,created_at,25|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,revenue_opportunities,demand_score,8|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,estimated_cost,17|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,estimated_profit,18|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,estimated_sale_price,16|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,evidence,20|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,revenue_opportunities,expected_monthly_sales,19|integer|pg_catalog|int4|NO|0|NO|
column,public,revenue_opportunities,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,revenue_opportunities,keyword,3|text|pg_catalog|text|NO||NO|
column,public,revenue_opportunities,listing_score,13|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,margin_score,9|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,next_action,23|text|pg_catalog|text|YES||NO|
column,public,revenue_opportunities,opportunity_code,2|text|pg_catalog|text|NO||NO|
column,public,revenue_opportunities,reasons,21|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,revenue_opportunities,revenue_score,14|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,risk_score,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,risks,22|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,revenue_opportunities,source,5|text|pg_catalog|text|NO|'manual'::text|NO|
column,public,revenue_opportunities,source_product_id,6|text|pg_catalog|text|YES||NO|
column,public,revenue_opportunities,status,7|text|pg_catalog|text|NO|'idea'::text|NO|
column,public,revenue_opportunities,supply_score,11|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_opportunities,title,4|text|pg_catalog|text|NO||NO|
column,public,revenue_opportunities,updated_at,26|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,revenue_snapshots,active_product_count,8|integer|pg_catalog|int4|NO|0|NO|
column,public,revenue_snapshots,ad_spend,7|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,ai_execution_rate,11|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,automation_rate,10|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,contribution_profit,5|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,revenue_snapshots,gross_revenue,3|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,revenue_snapshots,net_revenue,4|numeric|pg_catalog|numeric|NO|0|NO|
column,public,revenue_snapshots,order_count,6|integer|pg_catalog|int4|NO|0|NO|
column,public,revenue_snapshots,out_of_stock_count,9|integer|pg_catalog|int4|NO|0|NO|
column,public,revenue_snapshots,snapshot_date,2|date|pg_catalog|date|NO||NO|
column,public,revenue_snapshots,source_detail,12|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,revenue_snapshots,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,runtime_jobs,attempts,8|integer|pg_catalog|int4|NO|0|NO|
column,public,runtime_jobs,completed_at,15|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,runtime_jobs,created_at,16|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,runtime_jobs,duration_ms,21|integer|pg_catalog|int4|YES||NO|
column,public,runtime_jobs,error_message,12|text|pg_catalog|text|YES||NO|
column,public,runtime_jobs,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,runtime_jobs,input_payload,10|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,runtime_jobs,job_code,2|text|pg_catalog|text|NO||NO|
column,public,runtime_jobs,job_type,5|text|pg_catalog|text|NO||NO|
column,public,runtime_jobs,last_heartbeat_at,20|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,runtime_jobs,locked_at,19|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,runtime_jobs,locked_by,18|text|pg_catalog|text|YES||NO|
column,public,runtime_jobs,max_attempts,9|integer|pg_catalog|int4|NO|3|NO|
column,public,runtime_jobs,opportunity_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,runtime_jobs,output_payload,11|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,runtime_jobs,priority,7|integer|pg_catalog|int4|NO|50|NO|
column,public,runtime_jobs,result_summary,22|text|pg_catalog|text|YES||NO|
column,public,runtime_jobs,scheduled_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,runtime_jobs,started_at,14|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,runtime_jobs,status,6|text|pg_catalog|text|NO|'queued'::text|NO|
column,public,runtime_jobs,updated_at,17|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,runtime_jobs,worker_code,4|text|pg_catalog|text|NO||NO|
column,public,sourcing_decisions,calculated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,sourcing_decisions,coupang_fee_per_unit,5|numeric|pg_catalog|numeric|NO|0|NO|
column,public,sourcing_decisions,created_at,15|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,sourcing_decisions,decision,11|text|pg_catalog|text|NO||NO|
column,public,sourcing_decisions,expected_margin_rate,8|numeric|pg_catalog|numeric|NO||NO|
column,public,sourcing_decisions,expected_profit_per_unit,7|numeric|pg_catalog|numeric|NO||NO|
column,public,sourcing_decisions,expected_return_cost_per_unit,6|numeric|pg_catalog|numeric|NO|0|NO|
column,public,sourcing_decisions,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,sourcing_decisions,initial_purchase_amount,9|numeric|pg_catalog|numeric|NO||NO|
column,public,sourcing_decisions,landed_unit_cost,4|numeric|pg_catalog|numeric|NO||NO|
column,public,sourcing_decisions,reasons,13|jsonb|pg_catalog|jsonb|NO|'[]'::jsonb|NO|
column,public,sourcing_decisions,score,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,sourcing_decisions,supplier_quote_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,sourcing_decisions,target_selling_price,3|numeric|pg_catalog|numeric|NO||NO|
column,public,sourcing_decisions,working_capital_days,10|integer|pg_catalog|int4|NO|0|NO|
column,public,supplier_quotes,bundle_recommendation_id,4|bigint|pg_catalog|int8|YES||NO|
column,public,supplier_quotes,coupang_fee_rate,22|numeric|pg_catalog|numeric|NO|10.8|NO|
column,public,supplier_quotes,created_at,28|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,supplier_quotes,currency,7|text|pg_catalog|text|NO|'KRW'::text|NO|
column,public,supplier_quotes,customs_total,14|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,discovery_recommendation_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,supplier_quotes,domestic_shipping_total,12|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,exchange_rate,8|numeric|pg_catalog|numeric|NO|1|NO|
column,public,supplier_quotes,expected_return_rate,23|numeric|pg_catalog|numeric|NO|3|NO|
column,public,supplier_quotes,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,supplier_quotes,inspection_total,16|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,international_shipping_total,13|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,labeling_total,18|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,lead_time_days,24|integer|pg_catalog|int4|NO|7|NO|
column,public,supplier_quotes,moq,10|integer|pg_catalog|int4|NO|1|NO|
column,public,supplier_quotes,notes,27|text|pg_catalog|text|YES||NO|
column,public,supplier_quotes,packaging_total,17|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,product_name,5|text|pg_catalog|text|NO||NO|
column,public,supplier_quotes,sample_cost,11|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,status,26|text|pg_catalog|text|NO|'draft'::text|NO|
column,public,supplier_quotes,supplier_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,supplier_quotes,supplier_sku,6|text|pg_catalog|text|YES||NO|
column,public,supplier_quotes,three_pl_inbound_total,19|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,three_pl_outbound_per_unit,21|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,three_pl_storage_per_unit,20|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,unit_cost,9|numeric|pg_catalog|numeric|NO|0|NO|
column,public,supplier_quotes,updated_at,29|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,supplier_quotes,valid_until,25|date|pg_catalog|date|YES||NO|
column,public,supplier_quotes,vat_total,15|numeric|pg_catalog|numeric|NO|0|NO|
column,public,suppliers,channel,3|text|pg_catalog|text|NO||NO|
column,public,suppliers,contact_email,5|text|pg_catalog|text|YES||NO|
column,public,suppliers,contact_name,4|text|pg_catalog|text|YES||NO|
column,public,suppliers,contact_phone,6|text|pg_catalog|text|YES||NO|
column,public,suppliers,country_code,8|text|pg_catalog|text|NO|'KR'::text|NO|
column,public,suppliers,created_at,12|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,suppliers,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,suppliers,memo,11|text|pg_catalog|text|YES||NO|
column,public,suppliers,name,2|text|pg_catalog|text|NO||NO|
column,public,suppliers,reliability_score,10|numeric|pg_catalog|numeric|NO|50|NO|
column,public,suppliers,status,9|text|pg_catalog|text|NO|'active'::text|NO|
column,public,suppliers,updated_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,suppliers,website_url,7|text|pg_catalog|text|YES||NO|
column,public,system_health_checks,checked_at,7|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,system_health_checks,component,2|text|pg_catalog|text|NO||NO|
column,public,system_health_checks,detail,6|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,system_health_checks,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,system_health_checks,latency_ms,4|integer|pg_catalog|int4|YES||NO|
column,public,system_health_checks,message,5|text|pg_catalog|text|YES||NO|
column,public,system_health_checks,status,3|text|pg_catalog|text|NO||NO|
column,public,system_releases,created_at,10|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,system_releases,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,system_releases,migration_name,5|text|pg_catalog|text|YES||NO|
column,public,system_releases,release_name,3|text|pg_catalog|text|NO||NO|
column,public,system_releases,release_notes,7|text|pg_catalog|text|YES||NO|
column,public,system_releases,released_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,system_releases,rollback_notes,8|text|pg_catalog|text|YES||NO|
column,public,system_releases,status,4|text|pg_catalog|text|NO|'planned'::text|NO|
column,public,system_releases,updated_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,system_releases,verification_summary,6|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,system_releases,version,2|text|pg_catalog|text|NO||NO|
column,public,three_pl_inbound_plans,created_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,three_pl_inbound_plans,expected_inbound_date,6|date|pg_catalog|date|YES||NO|
column,public,three_pl_inbound_plans,expected_quantity,7|integer|pg_catalog|int4|NO||NO|
column,public,three_pl_inbound_plans,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,three_pl_inbound_plans,inbound_reference,5|text|pg_catalog|text|YES||NO|
column,public,three_pl_inbound_plans,procurement_order_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,three_pl_inbound_plans,received_quantity,8|integer|pg_catalog|int4|NO|0|NO|
column,public,three_pl_inbound_plans,receiving_notes,10|text|pg_catalog|text|YES||NO|
column,public,three_pl_inbound_plans,status,9|text|pg_catalog|text|NO|'planned'::text|NO|
column,public,three_pl_inbound_plans,updated_at,12|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,three_pl_inbound_plans,warehouse_code,4|text|pg_catalog|text|YES||NO|
column,public,three_pl_inbound_plans,warehouse_name,3|text|pg_catalog|text|NO||NO|
column,public,worker_runtime_events,created_at,8|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,worker_runtime_events,event_type,5|text|pg_catalog|text|NO||NO|
column,public,worker_runtime_events,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,worker_runtime_events,message,6|text|pg_catalog|text|YES||NO|
column,public,worker_runtime_events,opportunity_id,3|bigint|pg_catalog|int8|YES||NO|
column,public,worker_runtime_events,payload,7|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,worker_runtime_events,runtime_job_id,2|bigint|pg_catalog|int8|YES||NO|
column,public,worker_runtime_events,worker_code,4|text|pg_catalog|text|NO||NO|
column,public,workflow_outbox_events,attempt_count,7|integer|pg_catalog|int4|NO|0|NO|
column,public,workflow_outbox_events,available_at,8|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,workflow_outbox_events,created_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,workflow_outbox_events,destination,4|text|pg_catalog|text|NO|'internal'::text|NO|
column,public,workflow_outbox_events,event_name,3|text|pg_catalog|text|NO||NO|
column,public,workflow_outbox_events,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,workflow_outbox_events,last_error,10|text|pg_catalog|text|YES||NO|
column,public,workflow_outbox_events,payload,5|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,workflow_outbox_events,processed_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,workflow_outbox_events,status,6|text|pg_catalog|text|NO|'pending'::text|NO|
column,public,workflow_outbox_events,workflow_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,workflow_tasks,assignee,8|text|pg_catalog|text|YES||NO|
column,public,workflow_tasks,blocking_reason,10|text|pg_catalog|text|YES||NO|
column,public,workflow_tasks,completed_at,12|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,workflow_tasks,created_at,13|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,workflow_tasks,due_at,9|timestamp with time zone|pg_catalog|timestamptz|YES||NO|
column,public,workflow_tasks,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,workflow_tasks,payload,11|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,workflow_tasks,priority,7|integer|pg_catalog|int4|NO|50|NO|
column,public,workflow_tasks,stage,3|text|pg_catalog|text|NO||NO|
column,public,workflow_tasks,status,6|text|pg_catalog|text|NO|'open'::text|NO|
column,public,workflow_tasks,task_type,4|text|pg_catalog|text|NO||NO|
column,public,workflow_tasks,title,5|text|pg_catalog|text|NO||NO|
column,public,workflow_tasks,updated_at,14|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,workflow_tasks,workflow_id,2|bigint|pg_catalog|int8|NO||NO|
column,public,workflow_transitions,actor,10|text|pg_catalog|text|NO|'system'::text|NO|
column,public,workflow_transitions,created_at,11|timestamp with time zone|pg_catalog|timestamptz|NO|now()|NO|
column,public,workflow_transitions,from_stage,3|text|pg_catalog|text|YES||NO|
column,public,workflow_transitions,id,1|bigint|pg_catalog|int8|NO||YES|BY DEFAULT
column,public,workflow_transitions,idempotency_key,7|text|pg_catalog|text|YES||NO|
column,public,workflow_transitions,payload,9|jsonb|pg_catalog|jsonb|NO|'{}'::jsonb|NO|
column,public,workflow_transitions,reason,8|text|pg_catalog|text|YES||NO|
column,public,workflow_transitions,to_stage,4|text|pg_catalog|text|NO||NO|
column,public,workflow_transitions,trigger_source,6|text|pg_catalog|text|YES||NO|
column,public,workflow_transitions,trigger_type,5|text|pg_catalog|text|NO|'system'::text|NO|
column,public,workflow_transitions,workflow_id,2|bigint|pg_catalog|int8|NO||NO|
constraint,public,ai_bundle_items,ai_bundle_items_bundle_id_fkey,FOREIGN KEY (bundle_id) REFERENCES ai_bundle_recommendations(id) ON DELETE CASCADE
constraint,public,ai_bundle_items,ai_bundle_items_bundle_id_market_product_id_key,"UNIQUE (bundle_id, market_product_id)"
constraint,public,ai_bundle_items,ai_bundle_items_market_product_id_fkey,FOREIGN KEY (market_product_id) REFERENCES market_products(id) ON DELETE CASCADE
constraint,public,ai_bundle_items,ai_bundle_items_pkey,PRIMARY KEY (id)
constraint,public,ai_bundle_items,ai_bundle_items_quantity_check,CHECK (quantity > 0)
constraint,public,ai_bundle_items,ai_bundle_items_role_check,"CHECK (role = ANY (ARRAY['anchor'::text, 'complement'::text, 'consumable'::text, 'accessory'::text, 'component'::text]))"
constraint,public,ai_bundle_recommendations,ai_bundle_recommendations_bundle_type_check,"CHECK (bundle_type = ANY (ARRAY['set'::text, 'bundle'::text, 'multipack'::text]))"
constraint,public,ai_bundle_recommendations,ai_bundle_recommendations_decision_action_check,"CHECK (decision_action = ANY (ARRAY['approve'::text, 'review'::text, 'hold'::text, 'reject'::text]))"
constraint,public,ai_bundle_recommendations,ai_bundle_recommendations_decision_run_id_fkey,FOREIGN KEY (decision_run_id) REFERENCES ai_decision_runs(id) ON DELETE SET NULL
constraint,public,ai_bundle_recommendations,ai_bundle_recommendations_pkey,PRIMARY KEY (id)
constraint,public,ai_bundle_recommendations,ai_bundle_recommendations_status_check,"CHECK (status = ANY (ARRAY['candidate'::text, 'reviewing'::text, 'approved'::text, 'rejected'::text, 'sourcing'::text]))"
constraint,public,ai_ceo_briefs,ai_ceo_briefs_brief_date_key,UNIQUE (brief_date)
constraint,public,ai_ceo_briefs,ai_ceo_briefs_confidence_check,CHECK (confidence >= 0::numeric AND confidence <= 100::numeric)
constraint,public,ai_ceo_briefs,ai_ceo_briefs_pkey,PRIMARY KEY (id)
constraint,public,ai_ceo_briefs,ai_ceo_briefs_status_check,"CHECK (status = ANY (ARRAY['draft'::text, 'review'::text, 'approved'::text, 'executing'::text, 'completed'::text]))"
constraint,public,ai_decision_runs,ai_decision_runs_approval_status_check,"CHECK (approval_status = ANY (ARRAY['not_required'::text, 'pending'::text, 'approved'::text, 'rejected'::text]))"
constraint,public,ai_decision_runs,ai_decision_runs_pkey,PRIMARY KEY (id)
constraint,public,ai_decision_runs,ai_decision_runs_status_check,"CHECK (status = ANY (ARRAY['queued'::text, 'running'::text, 'completed'::text, 'failed'::text]))"
constraint,public,ai_memory_events,ai_memory_events_confidence_check,CHECK (confidence >= 0::numeric AND confidence <= 100::numeric)
constraint,public,ai_memory_events,ai_memory_events_pkey,PRIMARY KEY (id)
constraint,public,ai_product_recommendations,ai_product_recommendations_decision_action_check,"CHECK (decision_action = ANY (ARRAY['approve'::text, 'review'::text, 'hold'::text, 'reject'::text]))"
constraint,public,ai_product_recommendations,ai_product_recommendations_decision_run_id_fkey,FOREIGN KEY (decision_run_id) REFERENCES ai_decision_runs(id) ON DELETE SET NULL
constraint,public,ai_product_recommendations,ai_product_recommendations_market_product_id_fkey,FOREIGN KEY (market_product_id) REFERENCES market_products(id) ON DELETE CASCADE
constraint,public,ai_product_recommendations,ai_product_recommendations_market_product_id_recommendation_key,"UNIQUE (market_product_id, recommendation_type)"
constraint,public,ai_product_recommendations,ai_product_recommendations_pkey,PRIMARY KEY (id)
constraint,public,ai_product_recommendations,ai_product_recommendations_recommendation_type_check,"CHECK (recommendation_type = ANY (ARRAY['single'::text, 'set'::text, 'bundle'::text]))"
constraint,public,ai_product_recommendations,ai_product_recommendations_status_check,"CHECK (status = ANY (ARRAY['candidate'::text, 'reviewing'::text, 'approved'::text, 'rejected'::text, 'sourcing'::text]))"
constraint,public,ai_workers,ai_workers_automation_level_check,CHECK (automation_level >= 0 AND automation_level <= 5)
constraint,public,ai_workers,ai_workers_pkey,PRIMARY KEY (id)
constraint,public,ai_workers,ai_workers_status_check,"CHECK (status = ANY (ARRAY['idle'::text, 'working'::text, 'waiting_approval'::text, 'blocked'::text, 'disabled'::text]))"
constraint,public,ai_workers,ai_workers_worker_code_key,UNIQUE (worker_code)
constraint,public,commerce_project_components,commerce_project_components_inbound_shipping_cost_check,CHECK (inbound_shipping_cost >= 0::numeric)
constraint,public,commerce_project_components,commerce_project_components_pkey,PRIMARY KEY (id)
constraint,public,commerce_project_components,commerce_project_components_project_id_fkey,FOREIGN KEY (project_id) REFERENCES commerce_projects(id) ON DELETE CASCADE
constraint,public,commerce_project_components,commerce_project_components_quantity_check,CHECK (quantity > 0)
constraint,public,commerce_project_components,commerce_project_components_unit_supply_price_check,CHECK (unit_supply_price >= 0::numeric)
constraint,public,commerce_projects,commerce_projects_advertising_rate_check,CHECK (advertising_rate >= 0::numeric AND advertising_rate <= 1::numeric)
constraint,public,commerce_projects,commerce_projects_marketplace_fee_rate_check,CHECK (marketplace_fee_rate >= 0::numeric AND marketplace_fee_rate <= 1::numeric)
constraint,public,commerce_projects,commerce_projects_monthly_sales_units_check,CHECK (monthly_sales_units >= 0)
constraint,public,commerce_projects,commerce_projects_pkey,PRIMARY KEY (id)
constraint,public,commerce_projects,commerce_projects_product_type_check,"CHECK (product_type = ANY (ARRAY['SINGLE'::text, 'MULTIPACK'::text, 'BUNDLE'::text]))"
constraint,public,commerce_projects,commerce_projects_provider_fk,FOREIGN KEY (selected_provider_id) REFERENCES fulfillment_providers(id) ON DELETE SET NULL
constraint,public,commerce_projects,commerce_projects_safety_stock_rate_check,CHECK (safety_stock_rate >= 0::numeric AND safety_stock_rate <= 5::numeric)
constraint,public,commerce_projects,commerce_projects_sale_price_check,CHECK (sale_price >= 0::numeric)
constraint,public,commerce_projects,commerce_projects_status_check,"CHECK (status = ANY (ARRAY['DRAFT'::text, 'ANALYZING'::text, 'APPROVED'::text, 'INBOUND_READY'::text, 'INBOUND'::text, 'SELLING'::text, 'PAUSED'::text]))"
constraint,public,commerce_timeline_events,commerce_timeline_events_pkey,PRIMARY KEY (id)
constraint,public,commerce_timeline_events,commerce_timeline_events_workflow_id_fkey,FOREIGN KEY (workflow_id) REFERENCES commerce_workflows(id) ON DELETE CASCADE
constraint,public,commerce_workflows,commerce_workflows_bundle_recommendation_id_fkey,FOREIGN KEY (bundle_recommendation_id) REFERENCES ai_bundle_recommendations(id) ON DELETE SET NULL
constraint,public,commerce_workflows,commerce_workflows_check,CHECK (discovery_recommendation_id IS NOT NULL OR bundle_recommendation_id IS NOT NULL)
constraint,public,commerce_workflows,commerce_workflows_coupang_registration_job_id_fkey,FOREIGN KEY (coupang_registration_job_id) REFERENCES coupang_registration_jobs(id) ON DELETE SET NULL
