table_schema,table_name,ordinal_position,column_name,data_type,udt_schema,udt_name,character_maximum_length,numeric_precision,numeric_scale,is_nullable,column_default,is_identity,identity_generation
public,fulfillment_providers,17,return_handling_fee,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,fulfillment_providers,18,lead_time_days,integer,pg_catalog,int4,null,32,0,NO,1,NO,null
public,fulfillment_providers,19,api_config,jsonb,pg_catalog,jsonb,null,null,null,YES,null,NO,null
public,fulfillment_providers,20,notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,fulfillment_providers,21,is_active,boolean,pg_catalog,bool,null,null,null,NO,true,NO,null
public,fulfillment_providers,22,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,fulfillment_providers,23,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,inbound_orders,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,inbound_orders,2,project_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,inbound_orders,3,provider_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,inbound_orders,4,status,text,pg_catalog,text,null,null,null,NO,'DRAFT'::text,NO,null
public,inbound_orders,5,planned_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inbound_orders,6,received_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inbound_orders,7,defective_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inbound_orders,8,tracking_number,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,inbound_orders,9,coupang_inbound_reference,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,inbound_orders,10,expected_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,inbound_orders,11,received_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,inbound_orders,12,shipped_to_coupang_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,inbound_orders,13,notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,inbound_orders,14,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,inbound_orders,15,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,inventory_balances,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,inventory_balances,2,project_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,inventory_balances,3,product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,inventory_balances,4,provider_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,inventory_balances,5,available_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inventory_balances,6,reserved_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inventory_balances,7,inbound_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inventory_balances,8,safety_stock_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,inventory_balances,9,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,knowledge_assets,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,knowledge_assets,2,asset_type,text,pg_catalog,text,null,null,null,NO,'sop'::text,NO,null
public,knowledge_assets,3,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,knowledge_assets,4,summary,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,knowledge_assets,5,content,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,knowledge_assets,6,status,text,pg_catalog,text,null,null,null,NO,'active'::text,NO,null
public,knowledge_assets,7,version,text,pg_catalog,text,null,null,null,NO,'1.0'::text,NO,null
public,knowledge_assets,8,tags,ARRAY,pg_catalog,_text,null,null,null,NO,'{}'::text[],NO,null
public,knowledge_assets,9,usage_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,knowledge_assets,10,success_rate,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,knowledge_assets,11,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,knowledge_assets,12,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,listing_draft_revisions,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,listing_draft_revisions,2,listing_draft_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,listing_draft_revisions,3,revision,integer,pg_catalog,int4,null,32,0,NO,null,NO,null
public,listing_draft_revisions,4,snapshot,jsonb,pg_catalog,jsonb,null,null,null,NO,null,NO,null
public,listing_draft_revisions,5,change_note,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_draft_revisions,6,actor,text,pg_catalog,text,null,null,null,NO,'system'::text,NO,null
public,listing_draft_revisions,7,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,listing_drafts,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,listing_drafts,2,workflow_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,listing_drafts,3,procurement_order_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,listing_drafts,4,discovery_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,listing_drafts,5,bundle_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,listing_drafts,6,listing_type,text,pg_catalog,text,null,null,null,NO,'single'::text,NO,null
public,listing_drafts,7,status,text,pg_catalog,text,null,null,null,NO,'generated'::text,NO,null
public,listing_drafts,8,product_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,listing_drafts,9,brand_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_drafts,10,category_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_drafts,11,coupang_title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,listing_drafts,12,search_keywords,ARRAY,pg_catalog,_text,null,null,null,NO,'{}'::text[],NO,null
public,listing_drafts,13,option_structure,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,listing_drafts,14,selling_points,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,listing_drafts,15,detail_sections,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,listing_drafts,16,faq,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,listing_drafts,17,thumbnail_brief,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_drafts,18,shipping_notice,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_drafts,19,return_notice,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,listing_drafts,20,compliance_checklist,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,listing_drafts,21,coupang_payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,listing_drafts,22,generation_input,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,listing_drafts,23,model_version,text,pg_catalog,text,null,null,null,NO,'listing-rule-v1'::text,NO,null
public,listing_drafts,24,revision,integer,pg_catalog,int4,null,32,0,NO,1,NO,null
public,listing_drafts,25,approved_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,listing_drafts,26,registered_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,listing_drafts,27,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,listing_drafts,28,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_ai_decisions,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_ai_decisions,2,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_ai_decisions,3,decision_type,text,pg_catalog,text,null,null,null,NO,'product_entry'::text,NO,null
public,market_ai_decisions,4,recommendation,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_ai_decisions,5,score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_ai_decisions,6,confidence,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_ai_decisions,7,rationale,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_ai_decisions,8,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_ai_decisions,9,model_version,text,pg_catalog,text,null,null,null,NO,'mie-decision-v1'::text,NO,null
public,market_ai_decisions,10,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_analysis_runs,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_analysis_runs,2,status,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_analysis_runs,3,requested_products,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_analysis_runs,4,analyzed_products,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_analysis_runs,5,signals_created,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_analysis_runs,6,estimates_created,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_analysis_runs,7,model_version,text,pg_catalog,text,null,null,null,NO,'mie-heuristic-v2'::text,NO,null
public,market_analysis_runs,8,error_message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_analysis_runs,9,started_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_analysis_runs,10,finished_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collection_jobs,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_collection_jobs,2,collector_key,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collection_jobs,3,market_keyword_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_collection_jobs,4,status,text,pg_catalog,text,null,null,null,NO,'active'::text,NO,null
public,market_collection_jobs,5,priority,integer,pg_catalog,int4,null,32,0,NO,50,NO,null
public,market_collection_jobs,6,interval_minutes,integer,pg_catalog,int4,null,32,0,NO,720,NO,null
public,market_collection_jobs,7,next_run_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_collection_jobs,8,last_run_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collection_jobs,9,last_result,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_collection_jobs,10,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_collection_jobs,11,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_collection_runs,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_collection_runs,2,collector,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collection_runs,3,keyword_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_collection_runs,4,status,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collection_runs,5,requested_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_collection_runs,6,saved_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_collection_runs,7,http_status,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_collection_runs,8,failure_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_collection_runs,9,cooldown_until,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collection_runs,10,robots_policy_state,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_collection_runs,11,terms_review_status,text,pg_catalog,text,null,null,null,NO,'pending'::text,NO,null
public,market_collection_runs,12,error_message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_collection_runs,13,started_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_collection_runs,14,finished_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collectors,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_collectors,2,collector_key,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collectors,3,name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collectors,4,source_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_collectors,5,status,text,pg_catalog,text,null,null,null,NO,'ready'::text,NO,null
public,market_collectors,6,supports_automatic,boolean,pg_catalog,bool,null,null,null,NO,false,NO,null
public,market_collectors,7,configuration,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_collectors,8,last_run_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collectors,9,last_success_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collectors,10,cooldown_until,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_collectors,11,failure_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_collectors,12,last_error,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_collectors,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_collectors,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_estimates,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_estimates,2,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_estimates,3,period_start,date,pg_catalog,date,null,null,null,NO,null,NO,null
public,market_estimates,4,period_end,date,pg_catalog,date,null,null,null,NO,null,NO,null
public,market_estimates,5,estimated_units_low,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_estimates,6,estimated_units_base,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_estimates,7,estimated_units_high,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_estimates,8,estimated_sales_low,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,market_estimates,9,estimated_sales_base,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,market_estimates,10,estimated_sales_high,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,market_estimates,11,confidence,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_estimates,12,model_version,text,pg_catalog,text,null,null,null,NO,'mie-heuristic-v1'::text,NO,null
public,market_estimates,13,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_estimates,14,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_feature_snapshots,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_feature_snapshots,2,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_feature_snapshots,3,calculated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_feature_snapshots,4,feature_version,text,pg_catalog,text,null,null,null,NO,'mie-features-v1'::text,NO,null
public,market_feature_snapshots,5,observation_days,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_feature_snapshots,6,snapshot_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_feature_snapshots,7,review_velocity_7d,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_feature_snapshots,8,review_growth_30d,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_feature_snapshots,9,price_change_7d_pct,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_feature_snapshots,10,price_volatility_30d,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_feature_snapshots,11,rank_change_7d,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_feature_snapshots,12,rank_volatility_30d,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_feature_snapshots,13,stockout_count_30d,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_feature_snapshots,14,ad_ratio_30d,numeric,pg_catalog,numeric,null,8,4,YES,null,NO,null
public,market_feature_snapshots,15,data_completeness_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,16,demand_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,17,growth_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,18,stability_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,19,competition_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,20,supply_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,21,ad_burden_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,22,entry_difficulty_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,23,opportunity_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_feature_snapshots,24,confidence,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_feature_snapshots,25,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_feedback_events,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_feedback_events,2,market_product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_feedback_events,3,product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_feedback_events,4,event_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_feedback_events,5,event_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_feedback_events,6,quantity,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_feedback_events,7,amount,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_feedback_events,8,metadata,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_feedback_events,9,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_keywords,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_keywords,2,keyword,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_keywords,3,category,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_keywords,4,priority,integer,pg_catalog,int4,null,32,0,NO,50,NO,null
public,market_keywords,5,collection_status,text,pg_catalog,text,null,null,null,NO,'active'::text,NO,null
public,market_keywords,6,collection_interval_minutes,integer,pg_catalog,int4,null,32,0,NO,720,NO,null
public,market_keywords,7,last_collected_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_keywords,8,next_collection_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_keywords,9,result_count,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_keywords,10,demand_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_keywords,11,competition_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_keywords,12,opportunity_score,numeric,pg_catalog,numeric,null,5,2,YES,null,NO,null
public,market_keywords,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_keywords,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_model_feedback,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_model_feedback,2,product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_model_feedback,3,market_product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_model_feedback,4,estimate_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_model_feedback,5,actual_units,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_model_feedback,6,actual_sales,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_model_feedback,7,actual_ad_spend,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_model_feedback,8,actual_returns,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_model_feedback,9,feedback_period_start,date,pg_catalog,date,null,null,null,NO,null,NO,null
public,market_model_feedback,10,feedback_period_end,date,pg_catalog,date,null,null,null,NO,null,NO,null
public,market_model_feedback,11,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_product_links,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_product_links,2,product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_product_links,3,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_product_links,4,match_method,text,pg_catalog,text,null,null,null,NO,'manual'::text,NO,null
public,market_product_links,5,match_confidence,integer,pg_catalog,int4,null,32,0,NO,100,NO,null
public,market_product_links,6,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_product_metrics,1,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_product_metrics,2,snapshot_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,3,observation_days,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,4,latest_price,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_product_metrics,5,price_change_7d_pct,numeric,pg_catalog,numeric,null,8,2,YES,null,NO,null
public,market_product_metrics,6,latest_review_count,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_product_metrics,7,review_delta_7d,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,8,review_delta_30d,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,9,average_rank_7d,numeric,pg_catalog,numeric,null,8,2,YES,null,NO,null
public,market_product_metrics,10,rank_change_7d,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_product_metrics,11,stockout_count_30d,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,12,demand_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,13,growth_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,14,stability_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,15,competition_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,16,opportunity_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,17,confidence,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,18,estimated_units_low,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,19,estimated_units_base,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,20,estimated_units_high,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,market_product_metrics,21,recommendation_grade,text,pg_catalog,text,null,null,null,NO,'D'::text,NO,null
public,market_product_metrics,22,recommendation_reason,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_product_metrics,23,analyzed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_product_metrics,24,model_version,text,pg_catalog,text,null,null,null,NO,'mie-heuristic-v2'::text,NO,null
public,market_product_metrics,25,price_volatility_30d,numeric,pg_catalog,numeric,null,8,3,YES,null,NO,null
public,market_product_metrics,26,rank_volatility_30d,numeric,pg_catalog,numeric,null,8,3,YES,null,NO,null
public,market_product_metrics,27,review_velocity_7d,numeric,pg_catalog,numeric,null,10,3,YES,null,NO,null
public,market_product_metrics,28,data_completeness_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,market_product_metrics,29,supply_score,numeric,pg_catalog,numeric,null,5,2,NO,50,NO,null
public,market_product_metrics,30,ad_burden_score,numeric,pg_catalog,numeric,null,5,2,NO,50,NO,null
public,market_product_metrics,31,entry_difficulty_score,numeric,pg_catalog,numeric,null,5,2,NO,50,NO,null
public,market_product_metrics,32,feature_version,text,pg_catalog,text,null,null,null,NO,'mie-features-v1'::text,NO,null
public,market_product_metrics,33,score_explanation,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_products,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_products,2,source,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_products,3,external_product_id,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_products,4,vendor_item_id,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,5,product_url,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,6,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_products,7,brand,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,8,seller_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,9,category,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,10,thumbnail_url,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_products,11,first_seen_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_products,12,last_seen_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_products,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_products,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_signals,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_signals,2,market_product_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_signals,3,market_keyword_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_signals,4,signal_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_signals,5,severity,text,pg_catalog,text,null,null,null,NO,'medium'::text,NO,null
public,market_signals,6,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,market_signals,7,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_signals,8,detected_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_signals,9,resolved_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,market_snapshots,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,market_snapshots,2,market_product_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,market_snapshots,3,market_keyword_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,market_snapshots,4,observed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,market_snapshots,5,rank,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_snapshots,6,is_ad,boolean,pg_catalog,bool,null,null,null,YES,null,NO,null
public,market_snapshots,7,price,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_snapshots,8,list_price,numeric,pg_catalog,numeric,null,14,2,YES,null,NO,null
public,market_snapshots,9,rating,numeric,pg_catalog,numeric,null,3,2,YES,null,NO,null
public,market_snapshots,10,review_count,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
