table_schema,table_name,ordinal_position,column_name,data_type,udt_schema,udt_name,character_maximum_length,numeric_precision,numeric_scale,is_nullable,column_default,is_identity,identity_generation
public,market_snapshots,11,rocket_type,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,market_snapshots,12,is_sold_out,boolean,pg_catalog,bool,null,null,null,YES,null,NO,null
public,market_snapshots,13,delivery_days,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_snapshots,14,option_count,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,market_snapshots,15,raw_payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,market_snapshots,16,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,marketplace_connections,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,marketplace_connections,2,marketplace_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,marketplace_connections,3,marketplace_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,marketplace_connections,4,status,text,pg_catalog,text,null,null,null,NO,'planned'::text,NO,null
public,marketplace_connections,5,automation_level,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,marketplace_connections,6,product_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,marketplace_connections,7,order_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,marketplace_connections,8,gross_revenue,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,marketplace_connections,9,last_sync_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,marketplace_connections,10,health_message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,marketplace_connections,11,config,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,marketplace_connections,12,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,marketplace_connections,13,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,os_command_runs,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,os_command_runs,2,command_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,os_command_runs,3,command_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,os_command_runs,4,status,text,pg_catalog,text,null,null,null,NO,'queued'::text,NO,null
public,os_command_runs,5,requested_by,text,pg_catalog,text,null,null,null,NO,'owner'::text,NO,null
public,os_command_runs,6,assigned_worker_code,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,os_command_runs,7,input_payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,os_command_runs,8,output_summary,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,os_command_runs,9,error_message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,os_command_runs,10,progress,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,os_command_runs,11,started_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,os_command_runs,12,completed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,os_command_runs,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,os_command_runs,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,os_notifications,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,os_notifications,2,severity,text,pg_catalog,text,null,null,null,NO,'info'::text,NO,null
public,os_notifications,3,category,text,pg_catalog,text,null,null,null,NO,'system'::text,NO,null
public,os_notifications,4,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,os_notifications,5,message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,os_notifications,6,action_url,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,os_notifications,7,is_read,boolean,pg_catalog,bool,null,null,null,NO,false,NO,null
public,os_notifications,8,metadata,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,os_notifications,9,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,os_notifications,10,read_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,procurement_orders,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,procurement_orders,2,order_number,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,procurement_orders,3,supplier_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,procurement_orders,4,supplier_quote_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,procurement_orders,5,supplier_product_mapping_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,procurement_orders,6,discovery_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,procurement_orders,7,bundle_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,procurement_orders,8,product_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,procurement_orders,9,quantity,integer,pg_catalog,int4,null,32,0,NO,null,NO,null
public,procurement_orders,10,unit_cost,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,procurement_orders,11,goods_amount,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,procurement_orders,12,shipping_amount,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,procurement_orders,13,packaging_amount,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,procurement_orders,14,three_pl_inbound_amount,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,procurement_orders,15,total_amount,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,procurement_orders,16,expected_inbound_date,date,pg_catalog,date,null,null,null,YES,null,NO,null
public,procurement_orders,17,status,text,pg_catalog,text,null,null,null,NO,'draft'::text,NO,null
public,procurement_orders,18,procurement_score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,procurement_orders,19,approval_reasons,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,procurement_orders,20,supplier_order_reference,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,procurement_orders,21,notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,procurement_orders,22,approved_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,procurement_orders,23,ordered_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,procurement_orders,24,received_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,procurement_orders,25,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,procurement_orders,26,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,products,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,products,2,product_no,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,products,3,keyword,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,4,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,products,5,thumbnail,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,6,product_url,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,7,supply_price,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,8,minimum_order_quantity,integer,pg_catalog,int4,null,32,0,NO,1,NO,null
public,products,9,initial_purchase_amount,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,10,estimated_sale_price,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,11,marketplace_fee,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,12,advertising_cost,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,13,logistics_cost,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,14,return_reserve,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,15,estimated_profit,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,16,margin_rate,numeric,pg_catalog,numeric,null,6,2,NO,0,NO,null
public,products,17,break_even_sale_price,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,18,basic_score,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,products,19,recommendation,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,20,seller_id,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,21,seller_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,22,available_on_domeggook,boolean,pg_catalog,bool,null,null,null,NO,false,NO,null
public,products,23,supply_available,boolean,pg_catalog,bool,null,null,null,NO,false,NO,null
public,products,24,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,products,25,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,products,26,is_favorite,boolean,pg_catalog,bool,null,null,null,NO,false,NO,null
public,products,27,review_status,text,pg_catalog,text,null,null,null,NO,'unreviewed'::text,NO,null
public,products,28,memo,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,29,manual_sale_price,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,30,risk_level,text,pg_catalog,text,null,null,null,NO,'unknown'::text,NO,null
public,products,31,ai_analysis_status,text,pg_catalog,text,null,null,null,NO,'pending'::text,NO,null
public,products,32,ai_score,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,33,ai_summary,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,34,excluded_reason,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,35,reviewed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,products,36,competition_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,37,marketability_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,38,price_competitiveness_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,39,review_entry_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,40,rocket_competition_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,41,keyword_demand_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,42,competition_grade,text,pg_catalog,text,null,null,null,NO,'미분석'::text,NO,null
public,products,43,competition_analysis_status,text,pg_catalog,text,null,null,null,NO,'pending'::text,NO,null
public,products,44,competition_summary,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,45,coupang_market_price,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,46,coupang_top10_avg_price,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,47,coupang_result_count,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,48,coupang_rocket_ratio,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,49,coupang_avg_review_count,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,50,coupang_avg_rating,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,51,coupang_keyword_search_volume,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,52,estimated_monthly_units_low,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,53,estimated_monthly_units_high,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,products,54,estimated_monthly_sales_low,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,55,estimated_monthly_sales_high,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,products,56,competition_analyzed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,products,57,coupang_analysis_keyword,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,products,58,competition_data_source,text,pg_catalog,text,null,null,null,NO,'none'::text,NO,null
public,products,59,competition_confidence,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,products,60,competition_data_note,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,profit_snapshots,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,profit_snapshots,2,snapshot_date,date,pg_catalog,date,null,null,null,NO,CURRENT_DATE,NO,null
public,profit_snapshots,3,gross_revenue,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,4,product_cost,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,5,marketplace_fee,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,6,fulfillment_cost,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,7,ad_spend,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,8,refund_cost,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,9,contribution_profit,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,profit_snapshots,10,margin_rate,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,11,roas,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,12,break_even_revenue,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,profit_snapshots,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,revenue_decisions,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,revenue_decisions,2,opportunity_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,revenue_decisions,3,decision_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,revenue_decisions,4,decision,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,revenue_decisions,5,reason,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,revenue_decisions,6,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,revenue_decisions,7,confidence,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_decisions,8,expected_impact,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_decisions,9,actual_impact,numeric,pg_catalog,numeric,null,null,null,YES,null,NO,null
public,revenue_decisions,10,result,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,revenue_decisions,11,learning,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,revenue_decisions,12,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,revenue_opportunities,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,revenue_opportunities,2,opportunity_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,revenue_opportunities,3,keyword,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,revenue_opportunities,4,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,revenue_opportunities,5,source,text,pg_catalog,text,null,null,null,NO,'manual'::text,NO,null
public,revenue_opportunities,6,source_product_id,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,revenue_opportunities,7,status,text,pg_catalog,text,null,null,null,NO,'idea'::text,NO,null
public,revenue_opportunities,8,demand_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,9,margin_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,10,competition_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,11,supply_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,12,risk_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,13,listing_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,14,revenue_score,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,15,ai_confidence,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,16,estimated_sale_price,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,17,estimated_cost,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,18,estimated_profit,numeric,pg_catalog,numeric,null,null,null,NO,0,NO,null
public,revenue_opportunities,19,expected_monthly_sales,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,revenue_opportunities,20,evidence,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,revenue_opportunities,21,reasons,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,revenue_opportunities,22,risks,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,revenue_opportunities,23,next_action,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,revenue_opportunities,24,approved_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,revenue_opportunities,25,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,revenue_opportunities,26,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,revenue_snapshots,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,revenue_snapshots,2,snapshot_date,date,pg_catalog,date,null,null,null,NO,null,NO,null
public,revenue_snapshots,3,gross_revenue,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,revenue_snapshots,4,net_revenue,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,revenue_snapshots,5,contribution_profit,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,revenue_snapshots,6,order_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,revenue_snapshots,7,ad_spend,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,revenue_snapshots,8,active_product_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,revenue_snapshots,9,out_of_stock_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,revenue_snapshots,10,automation_rate,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,revenue_snapshots,11,ai_execution_rate,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,revenue_snapshots,12,source_detail,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,revenue_snapshots,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,revenue_snapshots,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,runtime_jobs,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,runtime_jobs,2,job_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,runtime_jobs,3,opportunity_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,runtime_jobs,4,worker_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,runtime_jobs,5,job_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,runtime_jobs,6,status,text,pg_catalog,text,null,null,null,NO,'queued'::text,NO,null
public,runtime_jobs,7,priority,integer,pg_catalog,int4,null,32,0,NO,50,NO,null
public,runtime_jobs,8,attempts,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,runtime_jobs,9,max_attempts,integer,pg_catalog,int4,null,32,0,NO,3,NO,null
public,runtime_jobs,10,input_payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,runtime_jobs,11,output_payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,runtime_jobs,12,error_message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,runtime_jobs,13,scheduled_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,runtime_jobs,14,started_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,runtime_jobs,15,completed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,runtime_jobs,16,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,runtime_jobs,17,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,runtime_jobs,18,locked_by,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,runtime_jobs,19,locked_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,runtime_jobs,20,last_heartbeat_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,runtime_jobs,21,duration_ms,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,runtime_jobs,22,result_summary,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,sourcing_decisions,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,sourcing_decisions,2,supplier_quote_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,sourcing_decisions,3,target_selling_price,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,sourcing_decisions,4,landed_unit_cost,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,sourcing_decisions,5,coupang_fee_per_unit,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,sourcing_decisions,6,expected_return_cost_per_unit,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,sourcing_decisions,7,expected_profit_per_unit,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,sourcing_decisions,8,expected_margin_rate,numeric,pg_catalog,numeric,null,7,4,NO,null,NO,null
public,sourcing_decisions,9,initial_purchase_amount,numeric,pg_catalog,numeric,null,14,2,NO,null,NO,null
public,sourcing_decisions,10,working_capital_days,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,sourcing_decisions,11,decision,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,sourcing_decisions,12,score,numeric,pg_catalog,numeric,null,5,2,NO,0,NO,null
public,sourcing_decisions,13,reasons,jsonb,pg_catalog,jsonb,null,null,null,NO,'[]'::jsonb,NO,null
public,sourcing_decisions,14,calculated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,sourcing_decisions,15,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,supplier_quotes,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,supplier_quotes,2,supplier_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,supplier_quotes,3,discovery_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,supplier_quotes,4,bundle_recommendation_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,supplier_quotes,5,product_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,supplier_quotes,6,supplier_sku,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,supplier_quotes,7,currency,text,pg_catalog,text,null,null,null,NO,'KRW'::text,NO,null
public,supplier_quotes,8,exchange_rate,numeric,pg_catalog,numeric,null,14,4,NO,1,NO,null
public,supplier_quotes,9,unit_cost,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,10,moq,integer,pg_catalog,int4,null,32,0,NO,1,NO,null
public,supplier_quotes,11,sample_cost,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,12,domestic_shipping_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,13,international_shipping_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,14,customs_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,15,vat_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,16,inspection_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,17,packaging_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,18,labeling_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,19,three_pl_inbound_total,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,20,three_pl_storage_per_unit,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,21,three_pl_outbound_per_unit,numeric,pg_catalog,numeric,null,14,2,NO,0,NO,null
public,supplier_quotes,22,coupang_fee_rate,numeric,pg_catalog,numeric,null,7,4,NO,10.8,NO,null
public,supplier_quotes,23,expected_return_rate,numeric,pg_catalog,numeric,null,7,4,NO,3,NO,null
public,supplier_quotes,24,lead_time_days,integer,pg_catalog,int4,null,32,0,NO,7,NO,null
public,supplier_quotes,25,valid_until,date,pg_catalog,date,null,null,null,YES,null,NO,null
public,supplier_quotes,26,status,text,pg_catalog,text,null,null,null,NO,'draft'::text,NO,null
public,supplier_quotes,27,notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,supplier_quotes,28,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,supplier_quotes,29,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,suppliers,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,suppliers,2,name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,suppliers,3,channel,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,suppliers,4,contact_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,suppliers,5,contact_email,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,suppliers,6,contact_phone,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,suppliers,7,website_url,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,suppliers,8,country_code,text,pg_catalog,text,null,null,null,NO,'KR'::text,NO,null
public,suppliers,9,status,text,pg_catalog,text,null,null,null,NO,'active'::text,NO,null
public,suppliers,10,reliability_score,numeric,pg_catalog,numeric,null,5,2,NO,50,NO,null
public,suppliers,11,memo,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,suppliers,12,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,suppliers,13,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,system_health_checks,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,system_health_checks,2,component,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,system_health_checks,3,status,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,system_health_checks,4,latency_ms,integer,pg_catalog,int4,null,32,0,YES,null,NO,null
public,system_health_checks,5,message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,system_health_checks,6,detail,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,system_health_checks,7,checked_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,system_releases,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,system_releases,2,version,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,system_releases,3,release_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,system_releases,4,status,text,pg_catalog,text,null,null,null,NO,'planned'::text,NO,null
public,system_releases,5,migration_name,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,system_releases,6,verification_summary,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,system_releases,7,release_notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,system_releases,8,rollback_notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,system_releases,9,released_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
