schema_name,table_name,constraint_name,constraint_type,is_deferrable,initially_deferred,is_validated,definition
public,revenue_decisions,revenue_decisions_opportunity_id_fkey,f,false,false,true,FOREIGN KEY (opportunity_id) REFERENCES revenue_opportunities(id) ON DELETE CASCADE
public,revenue_decisions,revenue_decisions_pkey,p,false,false,true,PRIMARY KEY (id)
public,revenue_opportunities,revenue_opportunities_ai_confidence_check,c,false,false,true,CHECK (ai_confidence >= 0::numeric AND ai_confidence <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_competition_score_check,c,false,false,true,CHECK (competition_score >= 0::numeric AND competition_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_demand_score_check,c,false,false,true,CHECK (demand_score >= 0::numeric AND demand_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_listing_score_check,c,false,false,true,CHECK (listing_score >= 0::numeric AND listing_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_margin_score_check,c,false,false,true,CHECK (margin_score >= 0::numeric AND margin_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_opportunity_code_key,u,false,false,true,UNIQUE (opportunity_code)
public,revenue_opportunities,revenue_opportunities_pkey,p,false,false,true,PRIMARY KEY (id)
public,revenue_opportunities,revenue_opportunities_revenue_score_check,c,false,false,true,CHECK (revenue_score >= 0::numeric AND revenue_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_risk_score_check,c,false,false,true,CHECK (risk_score >= 0::numeric AND risk_score <= 100::numeric)
public,revenue_opportunities,revenue_opportunities_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['idea'::text, 'candidate'::text, 'evaluating'::text, 'approved'::text, 'content'::text, 'ready'::text, 'published'::text, 'selling'::text, 'learning'::text, 'rejected'::text, 'archived'::text]))"
public,revenue_opportunities,revenue_opportunities_supply_score_check,c,false,false,true,CHECK (supply_score >= 0::numeric AND supply_score <= 100::numeric)
public,revenue_snapshots,revenue_snapshots_pkey,p,false,false,true,PRIMARY KEY (id)
public,revenue_snapshots,revenue_snapshots_snapshot_date_key,u,false,false,true,UNIQUE (snapshot_date)
public,runtime_jobs,runtime_jobs_job_code_key,u,false,false,true,UNIQUE (job_code)
public,runtime_jobs,runtime_jobs_opportunity_id_fkey,f,false,false,true,FOREIGN KEY (opportunity_id) REFERENCES revenue_opportunities(id) ON DELETE SET NULL
public,runtime_jobs,runtime_jobs_pkey,p,false,false,true,PRIMARY KEY (id)
public,runtime_jobs,runtime_jobs_priority_check,c,false,false,true,CHECK (priority >= 0 AND priority <= 100)
public,runtime_jobs,runtime_jobs_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['queued'::text, 'running'::text, 'waiting'::text, 'completed'::text, 'failed'::text, 'retry'::text, 'archived'::text]))"
public,sourcing_decisions,sourcing_decisions_decision_check,c,false,false,true,"CHECK (decision = ANY (ARRAY['approve'::text, 'review'::text, 'reject'::text]))"
public,sourcing_decisions,sourcing_decisions_pkey,p,false,false,true,PRIMARY KEY (id)
public,sourcing_decisions,sourcing_decisions_supplier_quote_id_fkey,f,false,false,true,FOREIGN KEY (supplier_quote_id) REFERENCES supplier_quotes(id) ON DELETE CASCADE
public,supplier_quotes,supplier_quotes_bundle_recommendation_id_fkey,f,false,false,true,FOREIGN KEY (bundle_recommendation_id) REFERENCES ai_bundle_recommendations(id) ON DELETE SET NULL
public,supplier_quotes,supplier_quotes_check,c,false,false,true,CHECK (discovery_recommendation_id IS NOT NULL OR bundle_recommendation_id IS NOT NULL)
public,supplier_quotes,supplier_quotes_currency_check,c,false,false,true,"CHECK (currency = ANY (ARRAY['KRW'::text, 'USD'::text, 'CNY'::text]))"
public,supplier_quotes,supplier_quotes_discovery_recommendation_id_fkey,f,false,false,true,FOREIGN KEY (discovery_recommendation_id) REFERENCES ai_product_recommendations(id) ON DELETE SET NULL
public,supplier_quotes,supplier_quotes_moq_check,c,false,false,true,CHECK (moq > 0)
public,supplier_quotes,supplier_quotes_pkey,p,false,false,true,PRIMARY KEY (id)
public,supplier_quotes,supplier_quotes_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['draft'::text, 'requested'::text, 'received'::text, 'selected'::text, 'rejected'::text, 'expired'::text]))"
public,supplier_quotes,supplier_quotes_supplier_id_fkey,f,false,false,true,FOREIGN KEY (supplier_id) REFERENCES suppliers(id) ON DELETE CASCADE
public,suppliers,suppliers_channel_check,c,false,false,true,"CHECK (channel = ANY (ARRAY['domestic_wholesale'::text, 'consignment'::text, 'oem'::text, 'import'::text, 'manual'::text]))"
public,suppliers,suppliers_pkey,p,false,false,true,PRIMARY KEY (id)
public,suppliers,suppliers_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['active'::text, 'paused'::text, 'blocked'::text]))"
public,system_health_checks,system_health_checks_pkey,p,false,false,true,PRIMARY KEY (id)
public,system_health_checks,system_health_checks_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['ok'::text, 'warning'::text, 'error'::text, 'unknown'::text]))"
public,system_releases,system_releases_pkey,p,false,false,true,PRIMARY KEY (id)
public,system_releases,system_releases_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['planned'::text, 'building'::text, 'verifying'::text, 'released'::text, 'rolled_back'::text, 'failed'::text]))"
public,system_releases,system_releases_version_key,u,false,false,true,UNIQUE (version)
public,three_pl_inbound_plans,three_pl_inbound_plans_expected_quantity_check,c,false,false,true,CHECK (expected_quantity > 0)
public,three_pl_inbound_plans,three_pl_inbound_plans_pkey,p,false,false,true,PRIMARY KEY (id)
public,three_pl_inbound_plans,three_pl_inbound_plans_procurement_order_id_fkey,f,false,false,true,FOREIGN KEY (procurement_order_id) REFERENCES procurement_orders(id) ON DELETE CASCADE
public,three_pl_inbound_plans,three_pl_inbound_plans_received_quantity_check,c,false,false,true,CHECK (received_quantity >= 0)
public,three_pl_inbound_plans,three_pl_inbound_plans_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['planned'::text, 'booked'::text, 'in_transit'::text, 'partially_received'::text, 'received'::text, 'cancelled'::text]))"
public,worker_runtime_events,worker_runtime_events_event_type_check,c,false,false,true,"CHECK (event_type = ANY (ARRAY['claimed'::text, 'started'::text, 'progress'::text, 'completed'::text, 'failed'::text, 'retry'::text, 'cancelled'::text]))"
public,worker_runtime_events,worker_runtime_events_opportunity_id_fkey,f,false,false,true,FOREIGN KEY (opportunity_id) REFERENCES revenue_opportunities(id) ON DELETE SET NULL
public,worker_runtime_events,worker_runtime_events_pkey,p,false,false,true,PRIMARY KEY (id)
public,worker_runtime_events,worker_runtime_events_runtime_job_id_fkey,f,false,false,true,FOREIGN KEY (runtime_job_id) REFERENCES runtime_jobs(id) ON DELETE CASCADE
public,workflow_outbox_events,workflow_outbox_events_pkey,p,false,false,true,PRIMARY KEY (id)
public,workflow_outbox_events,workflow_outbox_events_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['pending'::text, 'processing'::text, 'sent'::text, 'failed'::text, 'cancelled'::text]))"
public,workflow_outbox_events,workflow_outbox_events_workflow_id_fkey,f,false,false,true,FOREIGN KEY (workflow_id) REFERENCES commerce_workflows(id) ON DELETE CASCADE
public,workflow_tasks,workflow_tasks_pkey,p,false,false,true,PRIMARY KEY (id)
public,workflow_tasks,workflow_tasks_priority_check,c,false,false,true,CHECK (priority >= 0 AND priority <= 100)
public,workflow_tasks,workflow_tasks_status_check,c,false,false,true,"CHECK (status = ANY (ARRAY['open'::text, 'in_progress'::text, 'done'::text, 'cancelled'::text, 'blocked'::text]))"
public,workflow_tasks,workflow_tasks_workflow_id_fkey,f,false,false,true,FOREIGN KEY (workflow_id) REFERENCES commerce_workflows(id) ON DELETE CASCADE
public,workflow_tasks,workflow_tasks_workflow_id_stage_task_type_key,u,false,false,true,"UNIQUE (workflow_id, stage, task_type)"
public,workflow_transitions,workflow_transitions_pkey,p,false,false,true,PRIMARY KEY (id)
public,workflow_transitions,workflow_transitions_workflow_id_fkey,f,false,false,true,FOREIGN KEY (workflow_id) REFERENCES commerce_workflows(id) ON DELETE CASCADE
