table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
information_schema,sequences,6,numeric_precision_radix,integer,YES,null
information_schema,sequences,7,numeric_scale,integer,YES,null
information_schema,sequences,8,start_value,character varying,YES,null
information_schema,sequences,9,minimum_value,character varying,YES,null
information_schema,sequences,10,maximum_value,character varying,YES,null
information_schema,sequences,11,increment,character varying,YES,null
information_schema,sequences,12,cycle_option,character varying,YES,null
information_schema,sql_features,1,feature_id,character varying,YES,null
information_schema,sql_features,2,feature_name,character varying,YES,null
information_schema,sql_features,3,sub_feature_id,character varying,YES,null
information_schema,sql_features,4,sub_feature_name,character varying,YES,null
information_schema,sql_features,5,is_supported,character varying,YES,null
information_schema,sql_features,6,is_verified_by,character varying,YES,null
information_schema,sql_features,7,comments,character varying,YES,null
information_schema,sql_implementation_info,1,implementation_info_id,character varying,YES,null
information_schema,sql_implementation_info,2,implementation_info_name,character varying,YES,null
information_schema,sql_implementation_info,3,integer_value,integer,YES,null
information_schema,sql_implementation_info,4,character_value,character varying,YES,null
information_schema,sql_implementation_info,5,comments,character varying,YES,null
information_schema,sql_parts,1,feature_id,character varying,YES,null
information_schema,sql_parts,2,feature_name,character varying,YES,null
information_schema,sql_parts,3,is_supported,character varying,YES,null
information_schema,sql_parts,4,is_verified_by,character varying,YES,null
information_schema,sql_parts,5,comments,character varying,YES,null
information_schema,sql_sizing,1,sizing_id,integer,YES,null
information_schema,sql_sizing,2,sizing_name,character varying,YES,null
information_schema,sql_sizing,3,supported_value,integer,YES,null
information_schema,sql_sizing,4,comments,character varying,YES,null
information_schema,table_constraints,1,constraint_catalog,name,YES,null
information_schema,table_constraints,2,constraint_schema,name,YES,null
information_schema,table_constraints,3,constraint_name,name,YES,null
information_schema,table_constraints,4,table_catalog,name,YES,null
information_schema,table_constraints,5,table_schema,name,YES,null
information_schema,table_constraints,6,table_name,name,YES,null
information_schema,table_constraints,7,constraint_type,character varying,YES,null
information_schema,table_constraints,8,is_deferrable,character varying,YES,null
information_schema,table_constraints,9,initially_deferred,character varying,YES,null
information_schema,table_constraints,10,enforced,character varying,YES,null
information_schema,table_constraints,11,nulls_distinct,character varying,YES,null
information_schema,table_privileges,1,grantor,name,YES,null
information_schema,table_privileges,2,grantee,name,YES,null
information_schema,table_privileges,3,table_catalog,name,YES,null
information_schema,table_privileges,4,table_schema,name,YES,null
information_schema,table_privileges,5,table_name,name,YES,null
information_schema,table_privileges,6,privilege_type,character varying,YES,null
information_schema,table_privileges,7,is_grantable,character varying,YES,null
information_schema,table_privileges,8,with_hierarchy,character varying,YES,null
information_schema,tables,1,table_catalog,name,YES,null
information_schema,tables,2,table_schema,name,YES,null
information_schema,tables,3,table_name,name,YES,null
information_schema,tables,4,table_type,character varying,YES,null
information_schema,tables,5,self_referencing_column_name,name,YES,null
information_schema,tables,6,reference_generation,character varying,YES,null
information_schema,tables,7,user_defined_type_catalog,name,YES,null
information_schema,tables,8,user_defined_type_schema,name,YES,null
information_schema,tables,9,user_defined_type_name,name,YES,null
information_schema,tables,10,is_insertable_into,character varying,YES,null
information_schema,tables,11,is_typed,character varying,YES,null
information_schema,tables,12,commit_action,character varying,YES,null
information_schema,transforms,1,udt_catalog,name,YES,null
information_schema,transforms,2,udt_schema,name,YES,null
information_schema,transforms,3,udt_name,name,YES,null
information_schema,transforms,4,specific_catalog,name,YES,null
information_schema,transforms,5,specific_schema,name,YES,null
information_schema,transforms,6,specific_name,name,YES,null
information_schema,transforms,7,group_name,name,YES,null
information_schema,transforms,8,transform_type,character varying,YES,null
information_schema,triggered_update_columns,1,trigger_catalog,name,YES,null
information_schema,triggered_update_columns,2,trigger_schema,name,YES,null
information_schema,triggered_update_columns,3,trigger_name,name,YES,null
information_schema,triggered_update_columns,4,event_object_catalog,name,YES,null
information_schema,triggered_update_columns,5,event_object_schema,name,YES,null
information_schema,triggered_update_columns,6,event_object_table,name,YES,null
information_schema,triggered_update_columns,7,event_object_column,name,YES,null
information_schema,triggers,1,trigger_catalog,name,YES,null
information_schema,triggers,2,trigger_schema,name,YES,null
information_schema,triggers,3,trigger_name,name,YES,null
information_schema,triggers,4,event_manipulation,character varying,YES,null
information_schema,triggers,5,event_object_catalog,name,YES,null
information_schema,triggers,6,event_object_schema,name,YES,null
information_schema,triggers,7,event_object_table,name,YES,null
information_schema,triggers,8,action_order,integer,YES,null
information_schema,triggers,9,action_condition,character varying,YES,null
information_schema,triggers,10,action_statement,character varying,YES,null
information_schema,triggers,11,action_orientation,character varying,YES,null
information_schema,triggers,12,action_timing,character varying,YES,null
information_schema,triggers,13,action_reference_old_table,name,YES,null
information_schema,triggers,14,action_reference_new_table,name,YES,null
information_schema,triggers,15,action_reference_old_row,name,YES,null
information_schema,triggers,16,action_reference_new_row,name,YES,null
information_schema,triggers,17,created,timestamp with time zone,YES,null
information_schema,udt_privileges,1,grantor,name,YES,null
information_schema,udt_privileges,2,grantee,name,YES,null
information_schema,udt_privileges,3,udt_catalog,name,YES,null
information_schema,udt_privileges,4,udt_schema,name,YES,null
information_schema,udt_privileges,5,udt_name,name,YES,null
information_schema,udt_privileges,6,privilege_type,character varying,YES,null
information_schema,udt_privileges,7,is_grantable,character varying,YES,null
information_schema,usage_privileges,1,grantor,name,YES,null
information_schema,usage_privileges,2,grantee,name,YES,null
information_schema,usage_privileges,3,object_catalog,name,YES,null
information_schema,usage_privileges,4,object_schema,name,YES,null
information_schema,usage_privileges,5,object_name,name,YES,null
information_schema,usage_privileges,6,object_type,character varying,YES,null
information_schema,usage_privileges,7,privilege_type,character varying,YES,null
information_schema,usage_privileges,8,is_grantable,character varying,YES,null
information_schema,user_defined_types,1,user_defined_type_catalog,name,YES,null
information_schema,user_defined_types,2,user_defined_type_schema,name,YES,null
information_schema,user_defined_types,3,user_defined_type_name,name,YES,null
information_schema,user_defined_types,4,user_defined_type_category,character varying,YES,null
information_schema,user_defined_types,5,is_instantiable,character varying,YES,null
information_schema,user_defined_types,6,is_final,character varying,YES,null
information_schema,user_defined_types,7,ordering_form,character varying,YES,null
information_schema,user_defined_types,8,ordering_category,character varying,YES,null
information_schema,user_defined_types,9,ordering_routine_catalog,name,YES,null
information_schema,user_defined_types,10,ordering_routine_schema,name,YES,null
information_schema,user_defined_types,11,ordering_routine_name,name,YES,null
information_schema,user_defined_types,12,reference_type,character varying,YES,null
information_schema,user_defined_types,13,data_type,character varying,YES,null
information_schema,user_defined_types,14,character_maximum_length,integer,YES,null
information_schema,user_defined_types,15,character_octet_length,integer,YES,null
information_schema,user_defined_types,16,character_set_catalog,name,YES,null
information_schema,user_defined_types,17,character_set_schema,name,YES,null
information_schema,user_defined_types,18,character_set_name,name,YES,null
information_schema,user_defined_types,19,collation_catalog,name,YES,null
information_schema,user_defined_types,20,collation_schema,name,YES,null
information_schema,user_defined_types,21,collation_name,name,YES,null
information_schema,user_defined_types,22,numeric_precision,integer,YES,null
information_schema,user_defined_types,23,numeric_precision_radix,integer,YES,null
information_schema,user_defined_types,24,numeric_scale,integer,YES,null
information_schema,user_defined_types,25,datetime_precision,integer,YES,null
information_schema,user_defined_types,26,interval_type,character varying,YES,null
information_schema,user_defined_types,27,interval_precision,integer,YES,null
information_schema,user_defined_types,28,source_dtd_identifier,name,YES,null
information_schema,user_defined_types,29,ref_dtd_identifier,name,YES,null
information_schema,user_mapping_options,1,authorization_identifier,name,YES,null
information_schema,user_mapping_options,2,foreign_server_catalog,name,YES,null
information_schema,user_mapping_options,3,foreign_server_name,name,YES,null
information_schema,user_mapping_options,4,option_name,name,YES,null
information_schema,user_mapping_options,5,option_value,character varying,YES,null
information_schema,user_mappings,1,authorization_identifier,name,YES,null
information_schema,user_mappings,2,foreign_server_catalog,name,YES,null
information_schema,user_mappings,3,foreign_server_name,name,YES,null
information_schema,view_column_usage,1,view_catalog,name,YES,null
information_schema,view_column_usage,2,view_schema,name,YES,null
information_schema,view_column_usage,3,view_name,name,YES,null
information_schema,view_column_usage,4,table_catalog,name,YES,null
information_schema,view_column_usage,5,table_schema,name,YES,null
information_schema,view_column_usage,6,table_name,name,YES,null
information_schema,view_column_usage,7,column_name,name,YES,null
information_schema,view_routine_usage,1,table_catalog,name,YES,null
information_schema,view_routine_usage,2,table_schema,name,YES,null
information_schema,view_routine_usage,3,table_name,name,YES,null
information_schema,view_routine_usage,4,specific_catalog,name,YES,null
information_schema,view_routine_usage,5,specific_schema,name,YES,null
information_schema,view_routine_usage,6,specific_name,name,YES,null
information_schema,view_table_usage,1,view_catalog,name,YES,null
information_schema,view_table_usage,2,view_schema,name,YES,null
information_schema,view_table_usage,3,view_name,name,YES,null
information_schema,view_table_usage,4,table_catalog,name,YES,null
information_schema,view_table_usage,5,table_schema,name,YES,null
information_schema,view_table_usage,6,table_name,name,YES,null
information_schema,views,1,table_catalog,name,YES,null
information_schema,views,2,table_schema,name,YES,null
information_schema,views,3,table_name,name,YES,null
information_schema,views,4,view_definition,character varying,YES,null
information_schema,views,5,check_option,character varying,YES,null
information_schema,views,6,is_updatable,character varying,YES,null
information_schema,views,7,is_insertable_into,character varying,YES,null
information_schema,views,8,is_trigger_updatable,character varying,YES,null
information_schema,views,9,is_trigger_deletable,character varying,YES,null
information_schema,views,10,is_trigger_insertable_into,character varying,YES,null
pg_catalog,pg_available_extension_versions,1,name,name,YES,null
pg_catalog,pg_available_extension_versions,2,version,text,YES,null
pg_catalog,pg_available_extension_versions,3,installed,boolean,YES,null
pg_catalog,pg_available_extension_versions,4,superuser,boolean,YES,null
pg_catalog,pg_available_extension_versions,5,trusted,boolean,YES,null
pg_catalog,pg_available_extension_versions,6,relocatable,boolean,YES,null
pg_catalog,pg_available_extension_versions,7,schema,name,YES,null
pg_catalog,pg_available_extension_versions,8,requires,ARRAY,YES,null
pg_catalog,pg_available_extension_versions,9,comment,text,YES,null
pg_catalog,pg_conversion,1,oid,oid,NO,null
pg_catalog,pg_conversion,2,conname,name,NO,null
pg_catalog,pg_conversion,3,connamespace,oid,NO,null
pg_catalog,pg_conversion,4,conowner,oid,NO,null
pg_catalog,pg_conversion,5,conforencoding,integer,NO,null
pg_catalog,pg_conversion,6,contoencoding,integer,NO,null
pg_catalog,pg_conversion,7,conproc,regproc,NO,null
pg_catalog,pg_conversion,8,condefault,boolean,NO,null
realtime,schema_migrations,1,version,bigint,NO,null
realtime,schema_migrations,2,inserted_at,timestamp without time zone,YES,null
storage,migrations,1,id,integer,NO,null
storage,migrations,2,name,character varying,NO,null
storage,migrations,3,hash,character varying,NO,null
storage,migrations,4,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
